1024;256;4;0.054290;0.063821
2048;256;8;0.114749;0.141368
4096;256;16;0.142500;0.183842
8192;256;32;0.132908;0.302254
16384;256;64;0.604524;0.770395
32768;256;128;1.320932;1.520063
65536;256;256;2.417816;2.683593
131072;256;512;3.907097;4.276411
262144;256;1024;5.017495;5.991861
524288;256;2048;6.321814;8.049746
1048576;256;4096;9.136887;9.943161
2097152;256;8192;8.468675;10.027455
4194304;256;16384;8.602747;11.244903
8388608;256;32768;9.385258;11.955187
